loss,Categorical Accuracy,Micro F1,Macro F1,val_loss,val_Categorical Accuracy,val_Micro F1,val_Macro F1,learning_rate,beta_1,beta_2
3.9442441463470463,0.3575803339481354,0.3575803339481354,0.1597718447446823,3.4709060192108154,0.1784445345401764,0.1784445345401764,0.037855949252843864,0.0001,,
3.4044718742370605,0.4155387580394745,0.4155387580394745,0.1989753693342209,248.45689392089844,0.5082905888557434,0.5082905888557434,0.08424945175647736,0.0001,,
3.265208005905152,0.4310396909713745,0.4310396909713745,0.2397428900003433,40.05249786376953,0.5082905888557434,0.5082905888557434,0.08424945175647736,0.0001,,
3.102586030960083,0.4456332623958588,0.4456332325935364,0.2675876021385193,12.623311042785645,0.4798657596111298,0.4798657596111298,0.08606037497520448,0.0001,,
2.904712677001953,0.4587523639202118,0.4587523639202118,0.2894893884658813,111.07271575927734,0.10363205522298813,0.10363205522298813,0.023475226014852524,0.0001,,
2.791908264160156,0.4723251461982727,0.4723251760005951,0.3049154281616211,14.914772033691404,0.1784445345401764,0.1784445345401764,0.037855949252843864,0.0001,,
2.615225553512573,0.49444234371185297,0.49444234371185297,0.3355972766876221,4.264705181121826,0.1774575561285019,0.1774575412273407,0.05747908353805543,0.0001,,
2.4842958450317383,0.5088090896606445,0.5088090896606445,0.35498663783073425,1.7067773342132568,0.5082905888557434,0.5082905888557434,0.08424945175647736,0.0001,,
2.304105520248413,0.5284309983253479,0.5284309983253479,0.38272374868392944,1.7173726558685305,0.5082905888557434,0.5082905888557434,0.08424945175647736,0.0001,,
2.095975399017334,0.5474101901054382,0.5474101901054382,0.4051296114921569,1420.406494140625,0.5082905888557434,0.5082905888557434,0.08424945175647736,0.0001,,
1.9640969038009644,0.5665406584739685,0.5665406584739685,0.42594751715660095,104.4423599243164,0.5082905888557434,0.5082905888557434,0.08424945175647736,0.0001,,
1.7762162685394287,0.5844612717628479,0.5844612717628479,0.4503058791160584,95.70467376708984,0.5082905888557434,0.5082905888557434,0.08424945175647736,0.0001,,
1.6579743623733518,0.6033270359039307,0.6033270359039307,0.4696006774902344,3.7998979091644287,0.1816028356552124,0.1816028356552124,0.04097793996334076,0.0001,,
1.4506146907806396,0.6242722272872925,0.6242722272872925,0.4976123571395874,75.15834045410156,0.1784445345401764,0.1784445345401764,0.03785594925284386,0.0001,,
1.3887854814529421,0.6370888352394104,0.6370888352394104,0.5153553485870361,18.8569393157959,0.5082905888557434,0.5082905888557434,0.08424945175647736,0.0001,,
