epoch,Categorical Accuracy,Macro F1,Weighted F1,loss,val_Categorical Accuracy,val_Macro F1,val_Weighted F1,val_loss
0,0.1936226785182953,0.18055757880210876,0.18627971410751343,2.074847936630249,0.43249112367630005,0.1684427410364151,0.4142122268676758,1.735720157623291
1,0.22982753813266754,0.2045767605304718,0.20389911532402039,2.000310182571411,0.4678247272968292,0.17077362537384033,0.42201119661331177,1.6353169679641724
2,0.26241329312324524,0.23343423008918762,0.23262129724025726,1.936677098274231,0.4930911958217621,0.17871856689453125,0.4295414984226227,1.5558817386627197
3,0.2897348701953888,0.2579116225242615,0.25699272751808167,1.8831181526184082,0.51026451587677,0.1804942488670349,0.42945799231529236,1.497471809387207
4,0.30835139751434326,0.2745774984359741,0.2736346125602722,1.8389904499053955,0.5201342105865479,0.18531575798988342,0.43663790822029114,1.4511736631393433
5,0.3249252736568451,0.2900947034358978,0.2890704870223999,1.8041648864746094,0.5234899520874023,0.18708346784114838,0.43532657623291016,1.4260034561157227
6,0.3388945162296295,0.3037375807762146,0.302679181098938,1.7725423574447632,0.5300039649009705,0.1944543421268463,0.44108203053474426,1.395548701286316
7,0.35523536801338196,0.3203301727771759,0.3192923069000244,1.7410799264907837,0.5343466401100159,0.20273683965206146,0.4449237287044525,1.3702088594436646
8,0.36679187417030334,0.3318408131599426,0.3307409882545471,1.7128053903579712,0.5380971431732178,0.2020518034696579,0.44660040736198425,1.3609161376953125
9,0.3732898235321045,0.33852946758270264,0.3374098241329193,1.6919845342636108,0.5414528250694275,0.2055206447839737,0.4496903419494629,1.345030426979065
10,0.38158363103866577,0.3472864627838135,0.3461616039276123,1.6727086305618286,0.5424398183822632,0.21120253205299377,0.44993656873703003,1.3227952718734741
11,0.3907822370529175,0.3569944500923157,0.35593199729919434,1.6502543687820435,0.5469798445701599,0.21574163436889648,0.4570980370044708,1.3084501028060913
12,0.3971979320049286,0.3635173439979553,0.36244410276412964,1.6342750787734985,0.5452033281326294,0.21676799654960632,0.4557996094226837,1.3000668287277222
13,0.4068351984024048,0.37510839104652405,0.37410593032836914,1.6141860485076904,0.5515199303627014,0.2246706485748291,0.46172037720680237,1.2904292345046997
14,0.41252434253692627,0.38089531660079956,0.3798029124736786,1.5983223915100098,0.5566521883010864,0.24017184972763062,0.4727528691291809,1.2665513753890991
15,0.4172401428222656,0.3858538866043091,0.38477978110313416,1.5843794345855713,0.5554678440093994,0.2315136045217514,0.46755146980285645,1.2758333683013916
16,0.4246703088283539,0.3941380977630615,0.3931012749671936,1.5708106756210327,0.557441771030426,0.23943272233009338,0.47327932715415955,1.2656959295272827
17,0.430345743894577,0.400823175907135,0.39976075291633606,1.5563486814498901,0.5619818568229675,0.2537541389465332,0.4800519645214081,1.2486796379089355
18,0.4333479702472687,0.4045392870903015,0.40356728434562683,1.5442514419555664,0.5641531944274902,0.24852344393730164,0.4836095869541168,1.2323808670043945
19,0.4380089342594147,0.40985751152038574,0.40882551670074463,1.5327147245407104,0.5684958696365356,0.26618102192878723,0.4898725152015686,1.2303818464279175
20,0.4437117874622345,0.4162243604660034,0.41524410247802734,1.5235114097595215,0.5659297108650208,0.25567102432250977,0.4869024455547333,1.2209398746490479
21,0.44890740513801575,0.4223935306072235,0.4214246869087219,1.5117865800857544,0.5700750350952148,0.2624778151512146,0.4925821125507355,1.2163383960723877
22,0.4539111256599426,0.4276282787322998,0.4266590476036072,1.4970378875732422,0.5742202997207642,0.2719982862472534,0.5002085566520691,1.205361247062683
23,0.4568447768688202,0.431062787771225,0.4300577640533447,1.4888170957565308,0.5702723860740662,0.2616834044456482,0.4911017417907715,1.2151641845703125
24,0.4610670804977417,0.4356709122657776,0.43470996618270874,1.4787355661392212,0.5759968161582947,0.27273431420326233,0.5030609965324402,1.194154977798462
25,0.46530309319496155,0.44118815660476685,0.44026878476142883,1.4702187776565552,0.584089994430542,0.286277711391449,0.5162222981452942,1.1796947717666626
26,0.4682779014110565,0.44383910298347473,0.4429226219654083,1.4596529006958008,0.5781681537628174,0.27480435371398926,0.5058529376983643,1.1901068687438965
27,0.47071805596351624,0.44752562046051025,0.44660162925720215,1.453808069229126,0.5911962389945984,0.29721492528915405,0.5267063975334167,1.162723422050476
28,0.4763660728931427,0.45336711406707764,0.4524082839488983,1.4421526193618774,0.582905650138855,0.29347503185272217,0.5191406011581421,1.1798121929168701
29,0.47720232605934143,0.45458513498306274,0.45364588499069214,1.4336174726486206,0.5947493314743042,0.31314289569854736,0.536026120185852,1.147724986076355
30,0.4802045226097107,0.4579848051071167,0.4569975435733795,1.4272050857543945,0.5961310863494873,0.31076905131340027,0.5366645455360413,1.1424318552017212
31,0.481685072183609,0.4599747061729431,0.45909321308135986,1.4209294319152832,0.5967232584953308,0.3104451894760132,0.537740170955658,1.1455408334732056
32,0.4849066436290741,0.46340233087539673,0.4624960720539093,1.4149589538574219,0.5951440930366516,0.30888983607292175,0.5335961580276489,1.1507847309112549
33,0.4861130118370056,0.4653332531452179,0.4644477665424347,1.4094678163528442,0.5941570997238159,0.2983531057834625,0.5299994945526123,1.1471233367919922
34,0.4896087646484375,0.4690936207771301,0.46816664934158325,1.400896668434143,0.5984997749328613,0.30869948863983154,0.5394774079322815,1.1329315900802612
35,0.49304965138435364,0.47256457805633545,0.471640408039093,1.3929885625839233,0.5984997749328613,0.31717759370803833,0.5409163236618042,1.1318732500076294
36,0.49572286009788513,0.4761742651462555,0.4752199053764343,1.385962724685669,0.6002763509750366,0.3181139826774597,0.5410332679748535,1.1320762634277344
37,0.49984920024871826,0.4800283908843994,0.4791099727153778,1.3798375129699707,0.589222252368927,0.29306477308273315,0.5196663737297058,1.156615138053894
38,0.5001233816146851,0.48110896348953247,0.4802020192146301,1.3750977516174316,0.603434681892395,0.3169766664505005,0.5446481704711914,1.1207784414291382
39,0.5021248459815979,0.48371100425720215,0.48282134532928467,1.3675168752670288,0.6052111983299255,0.3225248157978058,0.5496588945388794,1.1133118867874146
40,0.5032764077186584,0.48470181226730347,0.483795702457428,1.3659040927886963,0.6079747080802917,0.3377198576927185,0.5543779730796814,1.1111993789672852
41,0.5072245001792908,0.4895142614841461,0.48863309621810913,1.360371708869934,0.6032372713088989,0.3244784474372864,0.5442705154418945,1.1162374019622803
42,0.5097743272781372,0.49232107400894165,0.49143776297569275,1.3508285284042358,0.6091591119766235,0.3319602608680725,0.5535410046577454,1.1097813844680786
43,0.5109121799468994,0.4930955171585083,0.4921364188194275,1.3481577634811401,0.6061981916427612,0.319558322429657,0.5478166341781616,1.1057984828948975
44,0.5116798877716064,0.4942534565925598,0.4933767318725586,1.3445191383361816,0.613699197769165,0.3398131728172302,0.5627283453941345,1.0885459184646606
45,0.5156416893005371,0.498797208070755,0.497947096824646,1.339944839477539,0.6123173832893372,0.3414784073829651,0.557104229927063,1.1049643754959106
46,0.5168617963790894,0.4999137222766876,0.499015748500824,1.336014986038208,0.6060007810592651,0.32328087091445923,0.5525840520858765,1.1162774562835693
47,0.5181778073310852,0.5014359354972839,0.5005480051040649,1.330573320388794,0.613501787185669,0.34113624691963196,0.5640413165092468,1.0815013647079468
48,0.519055187702179,0.5025149583816528,0.5016882419586182,1.3245840072631836,0.6154757142066956,0.3521774113178253,0.5652887225151062,1.0896103382110596
49,0.5226469039916992,0.5064574480056763,0.5055752396583557,1.3196561336517334,0.6154757142066956,0.34064415097236633,0.5621373057365417,1.0854123830795288
50,0.5230581760406494,0.5074299573898315,0.5064937472343445,1.3165701627731323,0.6162652969360352,0.3518621325492859,0.5645495057106018,1.078101634979248
51,0.5250733494758606,0.5094480514526367,0.508560836315155,1.3110270500183105,0.6164627075195312,0.35144078731536865,0.5727678537368774,1.0814999341964722
52,0.5277465581893921,0.5125976800918579,0.511715292930603,1.3072788715362549,0.6188313961029053,0.34960734844207764,0.5696344375610352,1.072230339050293
53,0.5289666056632996,0.5138604640960693,0.5129316449165344,1.3017092943191528,0.6184366345405579,0.3501400947570801,0.5683982372283936,1.0781046152114868
54,0.5297068953514099,0.5145204663276672,0.5136399865150452,1.298101544380188,0.6156731247901917,0.3414505124092102,0.5617155432701111,1.0784345865249634
