loss,Categorical Accuracy,Micro F1,Macro F1,Weighted F1,val_loss,val_Categorical Accuracy,val_Micro F1,val_Macro F1,val_Weighted F1
3.53798770904541,0.3904725909233093,0.3904725909233093,0.232797235250473,0.3765851855278015,1.6926127672195437,0.4964469075202942,0.4964469075202942,0.1170927807688713,0.3643657863140106
2.836907386779785,0.485103964805603,0.485103964805603,0.3266826868057251,0.4648365378379822,1.6828821897506714,0.4826292991638183,0.4826293289661407,0.1191519051790237,0.385165274143219
2.533851623535156,0.5171266794204712,0.5171266794204712,0.3601615130901336,0.4983872771263122,1.7083966732025146,0.4666403532028198,0.4666403532028198,0.1698286384344101,0.4274147450923919
2.2847819328308105,0.5455576777458191,0.5455576777458191,0.395077109336853,0.5258723497390747,1.6588753461837769,0.5159889459609985,0.5159889459609985,0.1256438642740249,0.3895487785339355
2.1010384559631348,0.5717580318450928,0.5717580318450928,0.4236756563186645,0.5540306568145752,1.6907163858413696,0.5187524557113647,0.5187524557113647,0.1467514038085937,0.378879576921463
1.930087327957153,0.5860491394996643,0.5860491394996643,0.4503211379051208,0.5688784718513489,1.7135456800460815,0.4786814153194427,0.4786814153194427,0.1200073063373565,0.3645313382148742
1.7766401767730713,0.6062003970146179,0.6062003970146179,0.4675577282905578,0.5882108807563782,1.4702534675598145,0.5469798445701599,0.5469798445701599,0.24835205078125,0.4900825321674347
1.6349787712097168,0.6246502995491028,0.6246502995491028,0.4901810586452484,0.6065284013748169,1.868754267692566,0.4810501337051391,0.4810501337051391,0.1307749301195144,0.3877784311771393
1.5353014469146729,0.6407561302185059,0.6407561302185059,0.509092390537262,0.6237666010856628,1.795585036277771,0.4680221080780029,0.4680221080780029,0.1526212990283966,0.3796082139015198
1.4213948249816897,0.6561436653137207,0.6561436653137207,0.5288448333740234,0.6382157802581787,1.8149657249450684,0.5197394490242004,0.5197394490242004,0.1478543132543563,0.3801102340221405
1.322487711906433,0.6716067790985107,0.6716067790985107,0.5486347675323486,0.6550244092941284,1.932958722114563,0.359652578830719,0.359652578830719,0.1012110412120819,0.3309569954872131
1.2423633337020874,0.6833270192146301,0.6833270192146301,0.5584970116615295,0.6663964986801147,1.94101631641388,0.4915120303630829,0.4915120303630829,0.1583745330572128,0.4173831641674042
1.1703060865402222,0.6966729760169983,0.6966729760169983,0.5748445391654968,0.6805210113525391,1.8375476598739624,0.4982234537601471,0.4982234537601471,0.2076926678419113,0.4332561790943146
1.1236331462860107,0.7065784335136414,0.7065784335136414,0.5890370607376099,0.6920778751373291,1.5799789428710938,0.4792735874652862,0.4792735874652862,0.2220871895551681,0.4461099505424499
1.0550808906555176,0.7175803184509277,0.717580258846283,0.6017925143241882,0.7015173435211182,1.86370050907135,0.5481642484664917,0.5481642484664917,0.217113584280014,0.4512342512607574
1.014529824256897,0.7261247634887695,0.7261247038841248,0.610724925994873,0.7112024426460266,2.3108503818511963,0.3582708239555359,0.3582707941532135,0.1263656467199325,0.3180040121078491
0.9610188603401184,0.7355765700340271,0.7355765700340271,0.6273523569107056,0.7211961150169373,2.2920889854431152,0.3624161183834076,0.3624160885810852,0.1003846898674964,0.3138965964317322
0.920198142528534,0.7449149489402771,0.7449149489402771,0.6383758783340454,0.7315483093261719,1.980320930480957,0.5422424077987671,0.5422424077987671,0.190229594707489,0.4495552778244018
0.8617643117904663,0.7559168338775635,0.7559168338775635,0.6501982808113098,0.7422275543212891,2.1045968532562256,0.4751282930374145,0.4751282930374145,0.142049640417099,0.4004992544651031
0.8363370895385742,0.7635538578033447,0.7635538578033447,0.6559825539588928,0.7504163980484009,2.1498348712921143,0.4309119582176208,0.4309119582176208,0.1539047658443451,0.3827148079872131
0.8171399235725403,0.7688090801239014,0.7688090205192566,0.6602016091346741,0.755429744720459,0.988455295562744,0.6877220869064331,0.6877220869064331,0.5059948563575745,0.6759207248687744
0.8190208673477173,0.768846869468689,0.768846869468689,0.6587937474250793,0.7551816701889038,0.8672029376029968,0.7127911448478699,0.7127912044525146,0.5282193422317505,0.7028019428253174
0.8020721077919006,0.7695274353027344,0.7695274949073792,0.6607864499092102,0.7565336227416992,0.9463798403739928,0.6946308612823486,0.6946308612823486,0.5081242322921753,0.6831299066543579
0.7955275774002075,0.7720983028411865,0.7720983028411865,0.6674451231956482,0.7594412565231323,0.9788782000541688,0.6902881860733032,0.6902881860733032,0.5087299346923828,0.6804373264312744
0.7858881950378418,0.7737995982170105,0.7737995386123657,0.6663486361503601,0.7603926062583923,0.9479517936706544,0.691472589969635,0.691472589969635,0.4961841106414795,0.6765534281730652
0.7821030020713806,0.7759924530982971,0.7759924530982971,0.6673440933227539,0.7624778151512146,0.9850732088088988,0.6814054250717163,0.6814054250717163,0.4877345561981201,0.6705276966094971
0.7693018913269043,0.7772400975227356,0.7772401571273804,0.6719247102737427,0.7640363574028015,0.8531480431556702,0.718120813369751,0.7181207537651062,0.5469390153884888,0.7090397477149963
0.7778723239898682,0.7766729593276978,0.7766729593276978,0.6715513467788696,0.7636347413063049,0.8817135095596313,0.708053708076477,0.7080536484718323,0.5224415063858032,0.7030673027038574
0.7622814774513245,0.780189037322998,0.780189037322998,0.6751988530158997,0.7672656774520874,0.9379274845123292,0.6975917816162109,0.6975917816162109,0.4901137948036194,0.6789321303367615
0.7618290781974792,0.7814366817474365,0.7814366817474365,0.675776481628418,0.7682844996452332,0.8759440779685974,0.7206869125366211,0.7206869125366211,0.5325607657432556,0.7118629813194275
0.7756889462471008,0.7768241763114929,0.7768241763114929,0.6729639172554016,0.7642889022827148,0.8601772785186768,0.7198973298072815,0.7198973894119263,0.5353773236274719,0.7110428810119629
0.7603722214698792,0.7791682481765747,0.7791682481765747,0.6725760102272034,0.7663183212280273,0.8622854948043823,0.7157520651817322,0.7157520651817322,0.5360181331634521,0.7078458666801453
0.7595996260643005,0.7805671095848083,0.7805671095848083,0.677071213722229,0.768042802810669,1.0374538898468018,0.6725227236747742,0.6725227236747742,0.4825004041194916,0.6624553799629211
0.7549650073051453,0.7832892537117004,0.7832893133163452,0.6800529360771179,0.7716727256774902,0.9944429993629456,0.6821950078010559,0.6821950078010559,0.4938828945159912,0.6688982248306274
0.7467971444129944,0.7836294770240784,0.7836295366287231,0.6770803928375244,0.7710117101669312,0.8795432448387146,0.7102250456809998,0.7102250456809998,0.5417175889015198,0.7032794952392578
0.7477719783782959,0.7841587662696838,0.7841588258743286,0.6826324462890625,0.772014856338501,0.914792537689209,0.7019344568252563,0.7019344568252563,0.5085533857345581,0.6876850724220276
0.7234774231910706,0.7876370549201965,0.7876370549201965,0.6825240254402161,0.7750522494316101,0.845491349697113,0.7252269983291626,0.7252269983291626,0.5511871576309204,0.7179849147796631
0.7436378598213196,0.7854064106941223,0.7854064106941223,0.6805107593536377,0.7728041410446167,0.9827169179916382,0.6865376830101013,0.6865376830101013,0.5019737482070923,0.686525285243988
0.7194530367851257,0.7898676991462708,0.7898676991462708,0.6860625743865967,0.7781626582145691,1.0424991846084597,0.67607581615448,0.67607581615448,0.4811635315418243,0.6676933169364929
0.7344294786453247,0.7874858379364014,0.7874858379364014,0.684874415397644,0.7751861214637756,0.8743444681167603,0.7100276350975037,0.7100276350975037,0.5114141702651978,0.6950474381446838
0.72525954246521,0.7845746874809265,0.7725917100906372,0.6595406532287598,0.7603623867034912,0.828832745552063,0.723253071308136,0.723253071308136,0.5558139085769653,0.7174004316329956
0.7358127236366272,0.7858601212501526,0.7858601212501526,0.6832032203674316,0.7730261087417603,0.8266510963439941,0.7268061637878418,0.726806104183197,0.5561001896858215,0.72015380859375
0.7326287627220154,0.7862381935119629,0.7862381935119629,0.6854753494262695,0.7744535207748413,0.8271023631095886,0.7268061637878418,0.726806104183197,0.5574790239334106,0.7210155129432678
0.7307467460632324,0.7874101996421814,0.7874102592468262,0.6829716563224792,0.7752605676651001,0.8248527646064758,0.7275957465171814,0.7275957465171814,0.5575733184814453,0.7215611338615417
0.7222540974617004,0.7887712717056274,0.7887712717056274,0.686469554901123,0.7761930823326111,0.8268530368804932,0.7275957465171814,0.7275957465171814,0.5590215921401978,0.7215280532836914
0.7258193492889404,0.7880151271820068,0.7880151867866516,0.6900068521499634,0.7764047384262085,0.8258861899375916,0.7287800908088684,0.7287800908088684,0.5523451566696167,0.7212104797363281
0.7354856133460999,0.7870699167251587,0.7870699167251587,0.6858690977096558,0.7751591205596924,0.820382297039032,0.730754017829895,0.7307539582252502,0.5598280429840088,0.7240577936172485
0.726525068283081,0.7874101996421814,0.7874102592468262,0.68419349193573,0.7751901149749756,0.8249613046646118,0.7248322367668152,0.7248321771621704,0.5555660128593445,0.7185716032981873
0.7296082377433777,0.7855576276779175,0.7855576276779175,0.682253360748291,0.7733460664749146,0.8211580514907837,0.7297670841217041,0.7297670841217041,0.5588488578796387,0.7237411141395569
0.7015185356140137,0.7915312051773071,0.7915312051773071,0.6935478448867798,0.779400646686554,0.822716236114502,0.7285826802253723,0.7285826802253723,0.5577253103256226,0.7224019169807434
