loss,Categorical Accuracy,Micro F1,Macro F1,val_loss,val_Categorical Accuracy,val_Micro F1,val_Macro F1
5.677088260650635,0.15164461731910706,0.15164461731910706,0.07497524470090866,1.9861457347869873,0.1784445345401764,0.1784445345401764,0.03785594925284386
5.7016096115112305,0.15330812335014343,0.15330812335014343,0.06927553564310074,1.9794559478759766,0.1784445345401764,0.1784445345401764,0.03785594925284386
5.549976825714111,0.15531191229820251,0.15531191229820251,0.07031093537807465,1.9592700004577637,0.1784445345401764,0.1784445345401764,0.03785594925284386
5.531967639923096,0.15557655692100525,0.15557655692100525,0.06910497695207596,1.9864296913146973,0.1784445345401764,0.1784445345401764,0.03785594925284386
5.423005104064941,0.15637050569057465,0.15637050569057465,0.06836525350809097,1.9913886785507202,0.1784445345401764,0.1784445345401764,0.03785594925284386
5.415338039398193,0.15606805682182312,0.15606805682182312,0.0681769847869873,2.0798182487487793,0.1784445345401764,0.1784445345401764,0.03785594925284386
5.464744567871094,0.15311908721923828,0.15311908721923828,0.06557369977235794,2.083453416824341,0.1784445345401764,0.1784445345401764,0.03785594925284386
5.357240200042725,0.1542154997587204,0.1542154997587204,0.06615140289068222,1.9787895679473877,0.1784445345401764,0.1784445345401764,0.03785594925284386
5.364872932434082,0.15440453588962555,0.15440453588962555,0.06583824753761292,2.096649408340454,0.1784445345401764,0.1784445345401764,0.03785594925284386
5.297453880310059,0.1561436653137207,0.1561436653137207,0.06571822613477707,2.068513870239258,0.1784445345401764,0.1784445345401764,0.03785594925284386
5.27507209777832,0.15708884596824646,0.15708884596824646,0.066513292491436,2.027660846710205,0.1784445345401764,0.1784445345401764,0.03785594925284386
5.2574687004089355,0.15395085513591766,0.15395085513591766,0.06370827555656433,1.9485093355178833,0.1784445345401764,0.1784445345401764,0.03785594925284386
5.245425701141357,0.15565218031406403,0.15565218031406403,0.06446307897567749,2.115705966949463,0.1784445345401764,0.1784445345401764,0.03785594925284386
5.160067558288574,0.1573534905910492,0.1573534905910492,0.06520689278841019,2.0413715839385986,0.1784445345401764,0.1784445345401764,0.03785594925284386
5.118783473968506,0.15792059898376465,0.15792059898376465,0.06607428193092346,2.1336405277252197,0.1784445345401764,0.1784445345401764,0.03785594925284386
5.138121604919434,0.16060490906238556,0.16060490906238556,0.0675111934542656,2.025615692138672,0.1784445345401764,0.1784445345401764,0.03785594925284386
5.152626037597656,0.15788279473781586,0.15788279473781586,0.0639401525259018,2.079183578491211,0.1784445345401764,0.1784445345401764,0.03785594925284386
